Name,Enabled,DNSHostName,DistinguishedName,System,LastLogonDate,Laps,LapsExpirationDays,LapsExpirationTime
LPT-HQ-6447,TRUE,LPT-HQ-6447.sra.org.sz,"CN=LPT-HQ-6447,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 14:27,TRUE,26,2022/11/30 16:20
SRASRV-BAK2,TRUE,srasrv-bak2.sra.org.sz,"CN=SRASRV-BAK2,OU=DR,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2016 Standard,2022/10/25 15:03,FALSE,,
SRATBT-NGW-5610,TRUE,SRATBT-NGW-5610.sra.org.sz,"CN=SRATBT-NGW-5610,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/11/02 09:05,FALSE,,
SRATBT-HQ-6487,TRUE,SRATBT-HQ-6487.sra.org.sz,"CN=SRATBT-HQ-6487,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 08:08,TRUE,28,2022/12/02 09:35
SRATBT-HQ-6486,TRUE,SRATBT-HQ-6486.sra.org.sz,"CN=SRATBT-HQ-6486,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/02 15:37,TRUE,3,2022/11/07 21:31
SRASRV-ISE2,TRUE,srasrv-ise2.sra.org.sz,"CN=SRASRV-ISE2,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Cisco Identity Services Engine,2022/10/31 19:26,FALSE,,
SRASRV-SQLDB,TRUE,srasrv-sqldb.sra.org.sz,"CN=SRASRV-SQLDB,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/30 19:55,FALSE,,
WKS-TRN-2425,TRUE,WKS-TRN-2425.sra.org.sz,"CN=WKS-TRN-2425,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/17 13:04,TRUE,-87,2022/08/08 09:01
SRASRV-ASYCUDA,TRUE,srasrv-asycuda.sra.org.sz,"CN=SRASRV-ASYCUDA,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/11/03 15:38,FALSE,,
SRASRV-SP16,TRUE,srasrv-sp16.sra.org.sz,"CN=SRASRV-SP16,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/06/12 02:08,FALSE,,
SRASRV-ACL,TRUE,SRASRV-ACL.sra.org.sz,"CN=SRASRV-ACL,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/11/01 16:06,FALSE,,
SRASRV-ASYDB,TRUE,srasrv-asydb.sra.org.sz,"CN=SRASRV-ASYDB,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/30 11:19,FALSE,,
WKS-HQ-6273,TRUE,WKS-HQ-6273.sra.org.sz,"CN=WKS-HQ-6273,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:20,TRUE,2,2022/11/06 16:53
LPT-HQ-6683,TRUE,LPT-HQ-6683.sra.org.sz,"CN=LPT-HQ-6683,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 09:09,TRUE,16,2022/11/20 08:25
LPT-HQ-6688,TRUE,LPT-HQ-6688.sra.org.sz,"CN=LPT-HQ-6688,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 10:24,TRUE,16,2022/11/20 10:31
LPT-HQ-6687,TRUE,LPT-HQ-6687.sra.org.sz,"CN=LPT-HQ-6687,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:29,TRUE,14,2022/11/18 08:35
LPT-HQ-6721,TRUE,LPT-HQ-6721.sra.org.sz,"CN=LPT-HQ-6721,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:35,TRUE,16,2022/11/20 08:33
LPT-HQ-6722,TRUE,LPT-HQ-6722.sra.org.sz,"CN=LPT-HQ-6722,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/20 16:21,TRUE,-4,2022/10/30 15:50
LPT-HQ-6719,TRUE,LPT-HQ-6719.sra.org.sz,"CN=LPT-HQ-6719,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:14,TRUE,9,2022/11/13 10:43
LPT-HQ-6720,TRUE,LPT-HQ-6720.sra.org.sz,"CN=LPT-HQ-6720,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 02:32,TRUE,9,2022/11/13 12:08
LPT-HQ-6718,TRUE,LPT-HQ-6718.sra.org.sz,"CN=LPT-HQ-6718,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 08:16,TRUE,26,2022/11/30 08:25
LPT-HQ-6717,TRUE,LPT-HQ-6717.sra.org.sz,"CN=LPT-HQ-6717,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:02,TRUE,5,2022/11/09 08:19
LPT-HQ-6716,TRUE,LPT-HQ-6716.sra.org.sz,"CN=LPT-HQ-6716,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:09,TRUE,4,2022/11/09 08:04
LPT-HQ-6715,TRUE,LPT-HQ-6715.sra.org.sz,"CN=LPT-HQ-6715,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:17,TRUE,5,2022/11/09 08:17
LPT-HQ-6714,TRUE,LPT-HQ-6714.sra.org.sz,"CN=LPT-HQ-6714,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 09:52,TRUE,12,2022/11/16 09:24
LPT-HQ-6712,TRUE,LPT-HQ-6712.sra.org.sz,"CN=LPT-HQ-6712,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 09:17,TRUE,9,2022/11/13 10:21
LPT-HQ-6713,TRUE,LPT-HQ-6713.sra.org.sz,"CN=LPT-HQ-6713,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 07:52,TRUE,25,2022/11/30 07:42
LPT-HQ-6710,TRUE,LPT-HQ-6710.sra.org.sz,"CN=LPT-HQ-6710,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 09:43,TRUE,2,2022/11/06 15:34
LPT-HQ-6708,TRUE,LPT-HQ-6708.sra.org.sz,"CN=LPT-HQ-6708,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:51,TRUE,16,2022/11/20 11:27
LPT-HQ-6705,TRUE,LPT-HQ-6705.sra.org.sz,"CN=LPT-HQ-6705,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 10:35,TRUE,2,2022/11/06 08:48
LPT-HQ-6707,TRUE,LPT-HQ-6707.sra.org.sz,"CN=LPT-HQ-6707,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 08:52,TRUE,4,2022/11/09 08:05
LPT-HQ-6709,TRUE,LPT-HQ-6709.sra.org.sz,"CN=LPT-HQ-6709,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 07:59,TRUE,5,2022/11/09 08:14
LPT-HQ-6706,TRUE,LPT-HQ-6706.sra.org.sz,"CN=LPT-HQ-6706,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:36,TRUE,19,2022/11/23 19:14
LPT-HQ-6703,TRUE,LPT-HQ-6703.sra.org.sz,"CN=LPT-HQ-6703,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:03,TRUE,16,2022/11/20 10:53
LPT-HQ-6704,TRUE,LPT-HQ-6704.sra.org.sz,"CN=LPT-HQ-6704,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 13:47,TRUE,4,2022/11/08 18:09
LPT-HQ-6700,TRUE,LPT-HQ-6700.sra.org.sz,"CN=LPT-HQ-6700,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 07:45,FALSE,,
LPT-HQ-6701,TRUE,LPT-HQ-6701.sra.org.sz,"CN=LPT-HQ-6701,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 09:38,TRUE,14,2022/11/18 08:48
LPT-HQ-6702,TRUE,LPT-HQ-6702.sra.org.sz,"CN=LPT-HQ-6702,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:04,TRUE,21,2022/11/25 08:18
LPT-HQ-6723,TRUE,LPT-HQ-6723.sra.org.sz,"CN=LPT-HQ-6723,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:30,TRUE,7,2022/11/11 14:31
LPT-HQ-6699,TRUE,LPT-HQ-6699.sra.org.sz,"CN=LPT-HQ-6699,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:07,TRUE,23,2022/11/27 10:55
LPT-HQ-6695,TRUE,LPT-HQ-6695.sra.org.sz,"CN=LPT-HQ-6695,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 09:00,TRUE,2,2022/11/06 12:42
LPT-HQ-6696,TRUE,LPT-HQ-6696.sra.org.sz,"CN=LPT-HQ-6696,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/11/03 08:10,TRUE,7,2022/11/11 10:13
LPT-HQ-6697,TRUE,LPT-HQ-6697.sra.org.sz,"CN=LPT-HQ-6697,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/11/03 10:55,TRUE,28,2022/12/02 13:29
LPT-HQ-6694,TRUE,LPT-HQ-6694.sra.org.sz,"CN=LPT-HQ-6694,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:04,TRUE,2,2022/11/06 09:45
LPT-HQ-6725,TRUE,LPT-HQ-6725.sra.org.sz,"CN=LPT-HQ-6725,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 11:01,TRUE,19,2022/11/23 09:29
LPT-HQ-6726,TRUE,LPT-HQ-6726.sra.org.sz,"CN=LPT-HQ-6726,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:26,TRUE,14,2022/11/18 08:41
LPT-HQ-6727,TRUE,LPT-HQ-6727.sra.org.sz,"CN=LPT-HQ-6727,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/07/31 20:33,TRUE,-77,2022/08/18 11:12
LPT-HQ-6791,TRUE,LPT-HQ-6791.sra.org.sz,"CN=LPT-HQ-6791,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 10:36,TRUE,21,2022/11/25 08:49
LPT-HQ-6730,TRUE,LPT-HQ-6730.sra.org.sz,"CN=LPT-HQ-6730,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 09:50,TRUE,23,2022/11/27 11:05
LPT-HQ-6729,TRUE,LPT-HQ-6729.sra.org.sz,"CN=LPT-HQ-6729,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 09:40,TRUE,7,2022/11/11 11:01
LPT-HQ-6728,TRUE,LPT-HQ-6728.sra.org.sz,"CN=LPT-HQ-6728,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:04,TRUE,12,2022/11/16 08:15
LPT-HQ-6733,TRUE,LPT-HQ-6733.sra.org.sz,"CN=LPT-HQ-6733,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 07:43,TRUE,19,2022/11/23 08:18
LPT-HQ-6732,TRUE,LPT-HQ-6732.sra.org.sz,"CN=LPT-HQ-6732,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 11:02,TRUE,23,2022/11/27 08:30
LPT-HQ-6731,TRUE,LPT-HQ-6731.sra.org.sz,"CN=LPT-HQ-6731,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:08,TRUE,14,2022/11/18 11:00
LPT-HQ-6744,TRUE,LPT-HQ-6744.sra.org.sz,"CN=LPT-HQ-6744,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 07:35,TRUE,15,2022/11/19 11:22
LPT-HQ-6743,TRUE,LPT-HQ-6743.sra.org.sz,"CN=LPT-HQ-6743,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:00,TRUE,7,2022/11/11 10:08
LPT-HQ-6734,TRUE,LPT-HQ-6734.sra.org.sz,"CN=LPT-HQ-6734,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:11,TRUE,2,2022/11/06 09:50
LPT-HQ-6742,TRUE,LPT-HQ-6742.sra.org.sz,"CN=LPT-HQ-6742,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:20,TRUE,5,2022/11/09 16:00
LPT-HQ-6738,TRUE,LPT-HQ-6738.sra.org.sz,"CN=LPT-HQ-6738,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:37,TRUE,2,2022/11/06 12:53
LPT-HQ-6739,TRUE,LPT-HQ-6739.sra.org.sz,"CN=LPT-HQ-6739,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 07:48,TRUE,8,2022/11/12 11:18
LPT-HQ-6740,TRUE,LPT-HQ-6740.sra.org.sz,"CN=LPT-HQ-6740,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:08,TRUE,4,2022/11/09 08:05
LPT-HQ-6741,TRUE,LPT-HQ-6741.sra.org.sz,"CN=LPT-HQ-6741,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 07:58,TRUE,8,2022/11/12 11:55
LPT-HQ-6763,TRUE,LPT-HQ-6763.sra.org.sz,"CN=LPT-HQ-6763,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:34,FALSE,,
LPT-HQ-6754,TRUE,LPT-HQ-6754.sra.org.sz,"CN=LPT-HQ-6754,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/30 17:06,TRUE,2,2022/11/06 10:22
LPT-HQ-6736,TRUE,LPT-HQ-6736.sra.org.sz,"CN=LPT-HQ-6736,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 09:19,TRUE,9,2022/11/13 12:53
LPT-HQ-6737,TRUE,LPT-HQ-6737.sra.org.sz,"CN=LPT-HQ-6737,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 16:07,TRUE,25,2022/11/29 21:33
LPT-HQ-6753,TRUE,LPT-HQ-6753.sra.org.sz,"CN=LPT-HQ-6753,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/24 07:47,TRUE,2,2022/11/06 09:34
LPT-HQ-6751,TRUE,LPT-HQ-6751.sra.org.sz,"CN=LPT-HQ-6751,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:32,TRUE,12,2022/11/16 08:15
LPT-HQ-6745,TRUE,LPT-HQ-6745.sra.org.sz,"CN=LPT-HQ-6745,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/24 08:10,TRUE,7,2022/11/11 09:21
LPT-HQ-6746,TRUE,LPT-HQ-6746.sra.org.sz,"CN=LPT-HQ-6746,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 13:19,TRUE,23,2022/11/27 08:54
LPT-HQ-6747,TRUE,LPT-HQ-6747.sra.org.sz,"CN=LPT-HQ-6747,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:31,TRUE,19,2022/11/23 08:23
LPT-HQ-6748,TRUE,LPT-HQ-6748.sra.org.sz,"CN=LPT-HQ-6748,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:07,TRUE,4,2022/11/09 08:07
LPT-HQ-6762,TRUE,LPT-HQ-6762.sra.org.sz,"CN=LPT-HQ-6762,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/20 08:26,TRUE,4,2022/11/09 07:56
LPT-HQ-6750,TRUE,LPT-HQ-6750.sra.org.sz,"CN=LPT-HQ-6750,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 10:35,TRUE,9,2022/11/13 10:55
SRASRV-SNDBX,TRUE,SRASRV-SNDBX.sra.org.sz,"CN=SRASRV-SNDBX,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2021/12/08 15:34,FALSE,,
SRASRV-KSC,TRUE,SRASRV-KSC.sra.org.sz,"CN=SRASRV-KSC,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 12:54,FALSE,,
LPT-HQ-6757,TRUE,LPT-HQ-6757.sra.org.sz,"CN=LPT-HQ-6757,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:06,TRUE,5,2022/11/09 11:42
LPT-HQ-6758,TRUE,LPT-HQ-6758.sra.org.sz,"CN=LPT-HQ-6758,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 07:51,TRUE,21,2022/11/25 08:37
LPT-HQ-6760,TRUE,LPT-HQ-6760.sra.org.sz,"CN=LPT-HQ-6760,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:00,TRUE,2,2022/11/06 11:26
LPT-HQ-6761,TRUE,LPT-HQ-6761.sra.org.sz,"CN=LPT-HQ-6761,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 10:55,TRUE,2,2022/11/06 09:21
LPT-HQ-6759,TRUE,LPT-HQ-6759.sra.org.sz,"CN=LPT-HQ-6759,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 10:57,TRUE,6,2022/11/10 09:26
LPT-HQ-6776,TRUE,LPT-HQ-6776.sra.org.sz,"CN=LPT-HQ-6776,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:01,TRUE,16,2022/11/20 14:53
LPT-HQ-6775,TRUE,LPT-HQ-6775.sra.org.sz,"CN=LPT-HQ-6775,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:18,TRUE,14,2022/11/18 08:52
LPT-HQ-6777,TRUE,LPT-HQ-6777.sra.org.sz,"CN=LPT-HQ-6777,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/26 11:13,TRUE,7,2022/11/11 13:38
LPT-HQ-6774,TRUE,LPT-HQ-6774.sra.org.sz,"CN=LPT-HQ-6774,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 09:08,TRUE,26,2022/11/30 08:32
LPT-HQ-6773,TRUE,LPT-HQ-6773.sra.org.sz,"CN=LPT-HQ-6773,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 09:31,TRUE,21,2022/11/25 09:48
LPT-HQ-6770,TRUE,LPT-HQ-6770.sra.org.sz,"CN=LPT-HQ-6770,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 07:55,TRUE,18,2022/11/23 07:56
LPT-HQ-6771,TRUE,LPT-HQ-6771.sra.org.sz,"CN=LPT-HQ-6771,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/24 09:44,TRUE,29,2022/12/03 08:25
LPT-HQ-6772,TRUE,LPT-HQ-6772.sra.org.sz,"CN=LPT-HQ-6772,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/31 07:51,TRUE,2,2022/11/06 10:59
LPT-HQ-6685,TRUE,LPT-HQ-6685.sra.org.sz,"CN=LPT-HQ-6685,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 09:57,TRUE,16,2022/11/20 10:48
LPT-HQ-6692,TRUE,LPT-HQ-6692.sra.org.sz,"CN=LPT-HQ-6692,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:18,TRUE,5,2022/11/09 08:36
LPT-HQ-6693,TRUE,LPT-HQ-6693.sra.org.sz,"CN=LPT-HQ-6693,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:13,TRUE,23,2022/11/27 09:33
LPT-HQ-6766,TRUE,LPT-HQ-6766.sra.org.sz,"CN=LPT-HQ-6766,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:22,TRUE,5,2022/11/09 08:25
LPT-HQ-6765,TRUE,LPT-HQ-6765.sra.org.sz,"CN=LPT-HQ-6765,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:26,TRUE,7,2022/11/11 08:59
LPT-HQ-6769,TRUE,LPT-HQ-6769.sra.org.sz,"CN=LPT-HQ-6769,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:25,TRUE,5,2022/11/09 16:19
LPT-HQ-6691,TRUE,LPT-HQ-6691.sra.org.sz,"CN=LPT-HQ-6691,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:47,TRUE,2,2022/11/06 10:50
LPT-HQ-6689,TRUE,LPT-HQ-6689.sra.org.sz,"CN=LPT-HQ-6689,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 07:35,TRUE,6,2022/11/11 08:00
LPT-HQ-6690,TRUE,LPT-HQ-6690.sra.org.sz,"CN=LPT-HQ-6690,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:13,TRUE,2,2022/11/06 08:58
LPT-HQ-6756,TRUE,LPT-HQ-6756.sra.org.sz,"CN=LPT-HQ-6756,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 07:41,TRUE,28,2022/12/02 10:08
LPT-HQ-6755,TRUE,LPT-HQ-6755.sra.org.sz,"CN=LPT-HQ-6755,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/31 08:17,TRUE,2,2022/11/06 11:04
LPT-HQ-6767,TRUE,LPT-HQ-6767.sra.org.sz,"CN=LPT-HQ-6767,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:26,FALSE,,
SRASRV-BAK,FALSE,SRASRV-BAK.sra.org.sz,"CN=SRASRV-BAK,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2021/12/10 08:46,FALSE,,
LPT-HQ-6768,TRUE,LPT-HQ-6768.sra.org.sz,"CN=LPT-HQ-6768,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 10:08,TRUE,8,2022/11/12 08:15
LPT-HQ-6764,TRUE,LPT-HQ-6764.sra.org.sz,"CN=LPT-HQ-6764,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/19 12:49,TRUE,-4,2022/10/30 11:26
LPT-HQ-6752,TRUE,LPT-HQ-6752.sra.org.sz,"CN=LPT-HQ-6752,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/09/25 13:44,TRUE,-24,2022/10/10 12:40
LPT-HQ-5800,TRUE,LPT-HQ-5800.sra.org.sz,"CN=LPT-HQ-5800,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 09:25,TRUE,21,2022/11/25 10:03
LPT-HQ-6711,TRUE,LPT-HQ-6711.sra.org.sz,"CN=LPT-HQ-6711,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:15,TRUE,25,2022/11/30 07:41
WKS-HQ-5899,TRUE,WKS-HQ-5899.sra.org.sz,"CN=WKS-HQ-5899,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:56,TRUE,4,2022/11/08 15:40
WKS-MNZ-6262,TRUE,WKS-MNZ-6262.sra.org.sz,"CN=WKS-MNZ-6262,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/11/02 13:22,TRUE,12,2022/11/16 08:42
WKS-HQ-5936,TRUE,WKS-HQ-5936.sra.org.sz,"CN=WKS-HQ-5936,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/26 16:55,TRUE,5,2022/11/09 08:18
WKS-COP-5978,TRUE,WKS-COP-5978.sra.org.sz,"CN=WKS-COP-5978,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/10 07:34,TRUE,-16,2022/10/19 07:48
WKS-HQ-6031,TRUE,WKS-HQ-6031.sra.org.sz,"CN=WKS-HQ-6031,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 10:30,TRUE,2,2022/11/06 15:28
